iter	MultiClass
358	0.3203709389
359	0.3193700332
360	0.3188835673
361	0.3169535074
362	0.3149275843
363	0.314107597
364	0.3137978126
365	0.3131828194
366	0.3118213945
367	0.3113045429
368	0.3101975545
369	0.3097711773
370	0.3094096605
371	0.3080819473
372	0.307506598
373	0.3065227164
374	0.3055432979
375	0.3046807175
376	0.3031757712
377	0.3018604034
378	0.3012012275
379	0.3003717422
380	0.2991825858
381	0.2986357352
382	0.2978270062
383	0.2968596472
384	0.2955067037
385	0.2948308005
386	0.2931038408
387	0.2927142845
388	0.2913336143
389	0.2904144564
390	0.2896930353
391	0.2881107667
392	0.2866343675
393	0.2857029486
394	0.2853630106
395	0.2848377153
396	0.2837686539
397	0.2829359534
398	0.2817849979
399	0.2815284862
400	0.2812116188
401	0.2799331136
402	0.2790119838
403	0.2786913891
404	0.2773406299
405	0.2754099762
406	0.2750022032
407	0.2747271766
408	0.2732457332
409	0.2726224372
410	0.271209679
411	0.270591186
412	0.2690321674
413	0.2680815201
414	0.2674290617
415	0.2669986699
416	0.2660256021
417	0.2651902998
418	0.2647155237
419	0.2638172134
420	0.2628933818
421	0.2617813521
422	0.2613814671
423	0.2604296164
424	0.2592726716
425	0.2582783688
426	0.257742534
427	0.2574342744
428	0.2562611609
429	0.2559510915
430	0.2551414093
431	0.2537182668
432	0.253246562
433	0.2529189046
434	0.2516930925
435	0.2501602448
436	0.2498710543
437	0.2483299396
438	0.2479524399
439	0.2475362786
440	0.2471529307
441	0.2468399909
442	0.246104248
443	0.2446909714
444	0.2442131819
445	0.243140401
446	0.2427602142
447	0.242259139
448	0.2412730024
449	0.2405024478
450	0.2396113571
451	0.2392642494
452	0.2380800079
453	0.2373169894
454	0.2367874142
455	0.2354820978
456	0.234694395
457	0.2340062299
458	0.2334819574
459	0.2326841282
460	0.232307031
461	0.2313802
462	0.2311564066
463	0.2308040743
464	0.2297306448
465	0.2288100245
466	0.2283026353
467	0.2274860913
468	0.2272488694
469	0.2271234556
470	0.2261886208
471	0.2254980765
472	0.2250684532
473	0.2245284073
474	0.2233616072
475	0.2230425123
476	0.222347625
477	0.2218174011
478	0.2213093201
479	0.2209046184
480	0.2200575641
481	0.2197828587
482	0.2195359455
483	0.2186701405
484	0.2180110598
485	0.2177012247
486	0.2168368398
487	0.2164422204
488	0.216155307
489	0.2156229387
490	0.2149180281
491	0.2143920464
492	0.2141099285
493	0.2134994928
494	0.2128524414
495	0.212361995
496	0.2117498166
497	0.2108361605
498	0.2099960075
499	0.209292746
500	0.208635157
501	0.2080046933
502	0.2078611509
503	0.2075574847
504	0.2065794629
505	0.2057120284
506	0.2053328296
507	0.2050585289
508	0.2044834203
509	0.2040400009
510	0.2036790418
511	0.203229768
512	0.2025285313
513	0.2023506501
514	0.2015078818
515	0.2012394242
516	0.200514149
517	0.1998497576
518	0.1996440625
519	0.1989802726
520	0.1983820989
521	0.1975621742
522	0.1969013522
523	0.1961988772
524	0.1958820844
525	0.1952927409
526	0.1950645787
527	0.1941822388
528	0.1939404963
529	0.1937934905
530	0.1936310748
531	0.1935006438
532	0.1931986875
533	0.1928366817
534	0.192665444
535	0.1921025991
536	0.1917305014
537	0.1912937563
538	0.1905748008
539	0.19036409
540	0.1897165897
541	0.1891002832
542	0.1885797043
543	0.1879629712
544	0.1877646179
545	0.1876177355
546	0.1870404674
547	0.1866353521
548	0.1862171708
549	0.1857136218
550	0.1849301199
551	0.1839004461
552	0.1829827089
553	0.1821747144
554	0.1814735454
555	0.1812956718
556	0.1806065879
557	0.1802215809
558	0.1800171634
559	0.1798904215
560	0.179743213
561	0.1795510768
562	0.1789615583
563	0.1786749972
564	0.1785505859
565	0.1780317672
566	0.1774760251
567	0.1770268202
568	0.176862358
569	0.1766466341
570	0.1760614878
571	0.1753335449
572	0.1746181734
573	0.1745090814
574	0.1742660838
575	0.1734719376
576	0.1729848549
577	0.1723418995
578	0.171993503
579	0.1715527015
580	0.170979861
581	0.1706875237
582	0.1705643403
583	0.1700118996
584	0.1695942577
585	0.1691278123
586	0.16868353
587	0.1685449225
588	0.1683573992
589	0.1682228401
590	0.1681440368
591	0.1680526957
592	0.1675821749
593	0.1673970424
594	0.1666008276
595	0.1661889229
596	0.1655377386
597	0.1649306652
598	0.1646756269
599	0.164126407
600	0.1638907535
601	0.163767699
602	0.1635205184
603	0.1632779872
604	0.1630521435
605	0.1625607077
606	0.1619887524
607	0.1613813936
608	0.1608485148
609	0.1605860518
610	0.1602521971
611	0.1600668419
612	0.1599474464
613	0.1595135375
614	0.1587976539
615	0.1584163504
616	0.1578573677
617	0.1576056877
618	0.1571752023
619	0.1567710567
620	0.1562346264
621	0.1561588677
622	0.1554833411
623	0.154956891
624	0.1545795002
625	0.1543705104
626	0.1540307978
627	0.1538219113
628	0.1533322417
629	0.1527829249
630	0.1524670646
631	0.1519426165
632	0.1517163354
633	0.1515669167
634	0.1509877584
635	0.1507415117
636	0.1504978097
637	0.1501073196
638	0.1499890624
639	0.1495219721
640	0.1492374694
641	0.148758403
642	0.1484569586
643	0.1481008239
644	0.147957139
645	0.1476426661
646	0.1470642368
647	0.1467351891
648	0.146553465
649	0.1459607601
650	0.1457075049
651	0.1454724492
652	0.1452801396
653	0.1448670354
654	0.1446743934
655	0.1444298561
656	0.1438638462
657	0.1433180574
658	0.1432299952
659	0.1428918985
660	0.1425907408
661	0.1422531715
662	0.1419806683
663	0.1417912555
664	0.1412637857
665	0.1407504834
666	0.140622981
667	0.1403715002
668	0.1399866638
669	0.1393889679
670	0.1388233791
671	0.1384653707
672	0.1382772374
673	0.1380177606
674	0.1377085989
675	0.1374383242
676	0.1372743817
677	0.1371481189
678	0.1369900781
679	0.1368703523
680	0.1365057362
681	0.1363827926
682	0.1359126787
683	0.1356231552
684	0.1354591184
685	0.1353211318
686	0.1351356776
687	0.1347000236
688	0.134342863
689	0.1339791469
690	0.1338976899
691	0.1336737301
692	0.1334910207
693	0.133178048
694	0.1326239622
695	0.1325171417
696	0.1321566737
697	0.1317586446
698	0.1315313229
699	0.1313123168
700	0.1310170093
701	0.1309271981
702	0.130647653
703	0.1301303945
704	0.1300384915
705	0.1297680882
706	0.12947324
707	0.1293166732
708	0.1290027201
709	0.1289105257
710	0.1285000404
711	0.1282639006
712	0.1278907296
713	0.1278406173
714	0.127616275
715	0.1274099364
716	0.1272990275
717	0.1270011048
718	0.1266780592
719	0.1264562819
720	0.1262498946
721	0.1260608116
722	0.1259103156
723	0.1256905978
724	0.1256047682
725	0.1254970876
726	0.1252864129
727	0.1251938857
728	0.1249384433
729	0.1246761132
730	0.1246326888
731	0.1243446468
732	0.1239823087
733	0.1237294262
734	0.1234953645
735	0.123151621
736	0.1228287675
737	0.1226139945
738	0.1225216427
739	0.1221681773
740	0.1218031358
741	0.121511769
742	0.1212814889
743	0.1212010459
744	0.1210987995
745	0.1208385022
746	0.1203796832
747	0.1202010062
748	0.120038821
749	0.1197457687
750	0.1196344492
751	0.1193900144
752	0.1191096991
753	0.1189444328
754	0.1186151077
755	0.1184216481
756	0.118337991
757	0.1179527977
758	0.1177464205
759	0.1174258687
760	0.1173088229
761	0.1171417161
762	0.1168212627
763	0.1166713831
764	0.1165499207
765	0.1161926895
766	0.1160977075
767	0.1159688208
768	0.1155928754
769	0.1153658128
770	0.1152166563
771	0.1150227315
772	0.1147845129
773	0.1146729919
774	0.1144196051
775	0.1143415514
776	0.1142863893
777	0.1139253115
778	0.1135963071
779	0.1132877199
780	0.1131681171
781	0.1129309322
782	0.1126389227
783	0.1125808398
784	0.1122599539
785	0.1119102147
786	0.1117730517
787	0.1115518177
788	0.1112228759
789	0.1110008695
790	0.1107136523
791	0.1106005216
792	0.1103551593
793	0.1101240634
794	0.1100404381
795	0.1099289593
796	0.1097624784
797	0.1092999444
798	0.1090659573
799	0.1090058878
800	0.1089016945
801	0.1087455976
802	0.1085785639
803	0.1084615309
804	0.1082247935
805	0.1080835451
806	0.1078008247
807	0.1076965152
808	0.1074584961
809	0.1073817659
810	0.1070331283
811	0.1068576372
812	0.1066708451
813	0.10640857
814	0.1061349549
815	0.1058405143
816	0.1056667495
817	0.1054858776
818	0.1054141553
819	0.105361222
820	0.1052869865
821	0.1052049824
822	0.1049430255
823	0.1047536417
824	0.104613792
825	0.1045457142
826	0.1042404201
827	0.1040285442
828	0.1039190597
829	0.1036242654
830	0.1034055509
831	0.1033422983
832	0.1030224441
833	0.1027873174
834	0.1026305594
835	0.1024441189
836	0.1023764799
837	0.1022535058
838	0.1020351612
839	0.1019269174
840	0.1016303347
841	0.1015550041
842	0.101444292
843	0.1012265821
844	0.1011607469
845	0.1009760576
846	0.1008376691
847	0.1007893309
848	0.1006603793
849	0.1005817248
850	0.1005052804
851	0.1003462126
852	0.1003162947
853	0.1002163531
854	0.1000476469
855	0.09979287458
856	0.09956114826
857	0.09943778874
858	0.09923630349
859	0.09907028895
860	0.09890227614
861	0.0986450688
862	0.09856865006
863	0.09843752503
864	0.09820660801
865	0.09814833019
866	0.09795433479
867	0.09775741051
868	0.09767882698
869	0.09760157125
870	0.09753033621
871	0.09749132186
872	0.09736688592
873	0.09722241471
874	0.09702813405
875	0.09692623893
876	0.09668922963
877	0.09661773093
878	0.09656187272
879	0.09637377841
880	0.09619365642
881	0.09601335689
882	0.09584111346
883	0.09543145084
884	0.09521473625
885	0.09495083016
886	0.09482120875
887	0.09445024357
888	0.09435910769
889	0.09413139815
890	0.09406513289
891	0.0939762398
892	0.09392963892
893	0.0938880146
894	0.09370527321
895	0.09349356399
896	0.09330009447
897	0.09311321501
898	0.09298919086
899	0.09293530189
900	0.09278616297
901	0.09271123906
902	0.09254902715
903	0.09229351775
904	0.09213065014
905	0.09183103663
906	0.09171433203
907	0.09159505223
908	0.09152332071
909	0.09142722733
910	0.09124616067
911	0.09109248176
912	0.09093877043
913	0.09070831793
914	0.09064151175
915	0.0904354148
916	0.09038411713
917	0.09029972698
918	0.09019696004
919	0.09003080715
920	0.08994198495
921	0.08987595146
922	0.08975425758
923	0.08954236536
924	0.0893958639
925	0.08933275006
926	0.08920721818
927	0.08903250242
928	0.08883692581
929	0.08865705761
930	0.08859121224
931	0.08847663436
932	0.08824995968
933	0.08810406038
934	0.08799492606
935	0.08788814283
936	0.08782730778
937	0.08760782352
938	0.08746182047
939	0.08728141842
940	0.08713989876
941	0.08701159319
942	0.08691012524
943	0.08669080061
944	0.08645615575
945	0.0863020501
946	0.08622180073
947	0.08610911059
948	0.08589846913
949	0.08573790866
950	0.08569704347
951	0.08553745074
952	0.08538925285
953	0.08527598989
954	0.0852463227
955	0.08519566648
956	0.08505027681
957	0.08499093346
958	0.08477545655
959	0.08463879087
960	0.0845384759
961	0.0844189373
962	0.08423479497
963	0.08413032465
964	0.08391190591
965	0.08374436945
966	0.08368894032
967	0.0835964445
968	0.08353218807
969	0.08342812365
970	0.08326887443
971	0.08306789162
972	0.08296686451
973	0.08284481545
974	0.08267307494
975	0.0825881659
976	0.08243732072
977	0.08230319336
978	0.08214878259
979	0.08208971182
980	0.08198466111
981	0.08186826901
982	0.08183916187
983	0.08167977248
984	0.08150061583
985	0.08134484278
986	0.0811767736
987	0.08100352244
988	0.08087281387
989	0.08084805911
990	0.08079818659
991	0.08070647727
992	0.08054964908
993	0.08043480093
994	0.08035512519
995	0.0803152321
996	0.0802285072
997	0.08018524403
998	0.07996872426
999	0.07992784574
